Title,Developer,Genre,Price,Release Date
BIRDCAGE,POLYGON BIRD,Indie,Free,Coming soon
Enigma do Labirinto,Mateus Dias Toledo,Indie,$1.29 USD,"19 Jan, 2023"
Championship Wrestling Promoter,Pykrete Games,Sports,$8.19 USD,"9 Nov, 2022"
City of Elves,Hyper Studio,Simulation,Free,Coming soon
CUBEMATRIX,Keyvan M Kani,Free To Play,Free To Play,"27 Jan, 2023"
Crimson Phoenix Rise,Adrian Torres,Free To Play,Free,"9 Oct, 2022"
I Did Not Buy This Ticket,Tiago Rech,Indie,$4.49 USD,"13 Apr, 2023"
Hand Simulator: Rendezvous,Alice Pie,Simulation,$1.29 USD,"1 Nov, 2022"
Star Rift Saga,Studio Vela LLC,Adventure,Free,Q1 2025
Candlehead,Ammonite Design Studios Ltd,Adventure,$0.90 USD,"17 Oct, 2022"
Up & Away,Cataclysm Entertainment,Cataclysm Entertainment,$1.89 USD,"16 Nov, 2022"
Within the Backrooms,Shattered Display,Casual,$5.89 USD,"12 Jan, 2023"
Fourspell Survivors Online,Supernova Games,Indie,Free,To be announced
Strip Battle,Disrobia Games,RPG,Free,To be announced
BATTLE GEAR,BATTLE GEAR COMPANY,Adventure,$6.49 USD,"17 May, 2023"
Cosmic Coliseum,Exane Games,Indie,Free,Coming soon
Project Malice,AploveStudio,Indie,$5.49 USD,"13 Jan, 2024"
JBMod,TEAM JBMOD,Free To Play,Free,"22 Oct, 2022"
Relation Killer,Avocado Interactive,Adventure,Free,Coming soon
Tkium Underground,Tkium,Tkium,$0.90 USD,"29 Oct, 2022"
DIVINITY,Sejadasi,Adventure,$5.49 USD,"18 Nov, 2022"
Spooky Halloween in the Voxel World (Remake),Paulo Sacilotti Junior,Adventure,$4.19 USD,"31 Oct, 2022"
Kiss the Demiurge,YuriEureka,YuriEureka,$3.49 USD,"1 Dec, 2022"
Automaton Lung,Luke Vincent,Adventure,$6.99 USD,"16 Dec, 2022"
Scarebox,Vincent Almeida,Adventure,Free,Coming soon
braverBOTS,AJRPG,Free To Play,Free,To be announced
Motherless - Season 2: Chapter 13 DLC,Mr. Mister,Indie,$1.89 USD,"21 Sep, 2022"
Motherless - Season 2: Chapter 12 DLC,Mr. Mister,Indie,$1.89 USD,"21 Sep, 2022"
Motherless - Season 2: Chapter 15 DLC,Mr. Mister,Indie,$1.89 USD,"21 Sep, 2022"
Restaurant at the end of time,Karahan,Casual,$4.49 USD,"20 Aug, 2024"
Motherless - Season 2: Chapter 14 DLC,Mr. Mister,Indie,$1.89 USD,"21 Sep, 2022"
Gallery,aa5k,Casual,Free,Coming soon
Grade sword,Plus Mustache,Strategy,Free,Coming soon
Space Cheetah Hyper Runner,Matthew Milne,Matthew Milne,$5.49 USD,"31 Oct, 2022"
Office Run - Halloween Run,Adrian Siska,Casual,$1.29 USD,"12 Oct, 2022"
Deadly Harvest,Long Lost,Casual,$0.90 USD,"24 Oct, 2022"
"Walkabout Mini Golf: 20,000 Leagues Under the Sea",Mighty Coconut,Indie,$2.49 USD,"29 Sep, 2022"
Fury Turn,Anji Games,Adventure,$1.89 USD,"11 Oct, 2022"
Tales of Mathasia,Pancake Games,Pancake Games,$4.49 USD,"19 Oct, 2023"
Robot Programmer,Zero,Simulation,$5.49 USD,"6 Dec, 2022"
Murder Next Room,Haven Software,Casual,$6.99 USD,"15 Aug, 2024"
Sharded World,N-Hance Studio,Adventure,$4.99 USD,"16 Jan, 2023"
The Trench,Omar Chapa Hernandez,Adventure,$2.49 USD,"12 Oct, 2022"
Glitched? or Programmed that Way?,CRNG2 Studios,Adventure,Free,Coming soon
Sid Meier’s Civilization® VI: Leader Pass,Firaxis Games,Firaxis Games,$19.99 USD,"21 Nov, 2022"
Murder Next Room,Haven Software,Casual,$6.99 USD,"15 Aug, 2024"
Halloween InfiniPicross 2.0,Reverse Impact,Indie,$2.99 USD,"30 Sep, 2022"
Quatro!,CyberDoesStuff,Free To Play,Free To Play,"11 Apr, 2024"
Lizard SNES ROM,Brad Smith,Adventure,Free,"19 Sep, 2022"
Necroffense,Toshio kamata,Casual,$1.27 USD,"30 Nov, 2022"
Like a Boss,Ambrotos,Indie,Free,Coming soon
Tank Survivor,King Stone,Indie,$5.49 USD,"12 Mar, 2024"
Hellvivors,Gorestation,Adventure,Free,To be announced
Before Resignation,BCLASS,Casual,$0.90 USD,"2 May, 2023"
Hell Grocery,Hell Studio,Indie,$1.89 USD,"20 Oct, 2022"
Bing in Wonderland,Wanba Studio,Casual,$4.99 USD,"12 Jan, 2023"
孤岛海妖 The Sea-demon,章鱼罐头制作组,Indie,$4.99 USD,"5 Jan, 2023"
Run Run Boy,Balti Calarasi,Casual,$8.19 USD,"16 Nov, 2022"
Vuosterávdnjái,Municipality of Utsjoki,Adventure,Free,Coming soon
Stunts Contest Monster Car,Balti Calarasi,Indie,$4.99 USD,"10 Nov, 2022"
Comet,Cygri Index,Adventure,Free,2025
无名勇者见闻录,Fist software,Indie,$3.99 USD,"5 Oct, 2022"
Pool Game,Luke Murray,Simulation,Free To Play,"21 Oct, 2022"
In Stone,Hamstershoulder,Indie,Free,2024
Oshirabu: Waifus Over Husbandos - Wedding Rings & Marriage Makeovers,SukeraSomero,HUBLOTS,$8.19 USD,"29 Sep, 2022"
Lost Amulets: Mystic Land,MixoGames Ltd.,MixoGames Ltd.,$3.49 USD,"3 Oct, 2022"
Healthy Plane,Dávid Csizmadia,Indie,Free To Play,"7 Jan, 2023"
TT Isle Of Man 3 - 2023 TT Races Roster,Raceward Studio,Simulation,$6.99 USD,"9 Nov, 2023"
Lunar Mirror:The Pavilion of Desire,TUTGame,Indie,$5.49 USD,"4 Mar, 2023"
Dead City,Novalink,Adventure,$6.99 USD,"19 May, 2023"
Big Adventure: Trip to Europe 2 - Collector's Edition,AVEX GAMES,AVEX GAMES,$2.99 USD,"5 Oct, 2022"
Hordes of Hunger,Hyperstrange,Casual,Free,Coming soon
WetBread,biksbit.games,Adventure,Free,Coming soon
Technophobia: Dead Metal Tournament,Reuben Stern,Reuben Stern,$2.99 USD,"2 Dec, 2022"
Deadly Night Soundtrack,Cubyte Games,Torture Star Video,$4.49 USD,"28 Oct, 2022"
Haunted: Attack of the Dead Men,GameBeast Productions,Indie,$6.19 USD,"6 Aug, 2024"
IceLine,GMGame,GMGame,$2.99 USD,"17 Nov, 2022"
Gamedec: Zaya - Zealous Huntress,Anshar Studios,Indie,Free To Play,"15 Nov, 2022"
Gamedec: Kyle - Con Artist,Anshar Studios,Indie,Free,"15 Nov, 2022"
Gamedec: Tasha - Streetwise Artist,Anshar Studios,Indie,Free,"15 Nov, 2022"
Fantasy Grounds - Shadow of the Demon Lord,"SmiteWorks USA, LLC",RPG,$8.49 USD,"18 Oct, 2022"
Sacred Ember,Antares Development,Indie,$6.99 USD,"26 Nov, 2022"
Project Malice,AploveStudio,Indie,$5.49 USD,"13 Jan, 2024"
Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Flooded Dungeon,"SmiteWorks USA, LLC",RPG,$6.79 USD,"18 Oct, 2022"
Funeral,Sysreb Games,Indie,$2.99 USD,"23 Nov, 2022"
FUCK HITLER,Sunday's Games,Casual,Free To Play,"30 Nov, 2022"
This is Hell,Kilowatt Games,Kilowatt Games,$3.99 USD,"1 Nov, 2022"
The Villager and the Werewolf - A jigsaw puzzle tale,Minicactus Games,Indie,$1.29 USD,"26 Oct, 2022"
Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Giant lairs,"SmiteWorks USA, LLC",RPG,$6.79 USD,"11 Oct, 2022"
Fantasy Grounds - Demon Lord's Companion,"SmiteWorks USA, LLC",RPG,$5.49 USD,"18 Oct, 2022"
Needy Dragons,artoonu,Casual,Free,"4 Oct, 2022"
Fantasy Grounds - Shadow of the Demon Lord Adventure Pack 1,"SmiteWorks USA, LLC",RPG,$4.99 USD,"18 Oct, 2022"
Dark Gaze - Curse of the Black Nazar,Death Crush Studios,Indie,Free,2024
Dead of Darkness,Retrofiction Games,Adventure,Free,Coming soon
Shoot To Kill,Demo Disk Productions,Indie,Free,Coming soon
Fantasy Grounds - Shadow of the Demon Lord Adventure Pack 2,"SmiteWorks USA, LLC",RPG,$4.99 USD,"25 Oct, 2022"
Carrot Revenge,Edvilson Pereira Junior,Adventure,Free,Coming soon
Monsters 'til Midnight,Retro Dreamer,Casual,$2.99 USD,"31 May, 2023"
Tahoe Dragon: The Beginning updated 2023,Trevair Vision Games,Adventure,$0.90 USD,"20 Oct, 2022"
Meowjiro,02GAMES,Indie,Free,"8 Nov, 2022"
Azarine Heart,Rowen Horton,Indie,$3.99 USD,"19 Jul, 2024"
Wild Terra 2 - Bard Pack,Juvty Worlds,Indie,$8.49 USD,"30 Sep, 2022"
Wild Terra 2 - Lord of Pain Pack,Juvty Worlds,Indie,$63.99 USD,"30 Sep, 2022"
Underground Sheriff,Balti Calarasi,Adventure,$8.19 USD,"9 Nov, 2022"
Lofi Waifu Jigsaw Soundtrack,Cute Pen Games,Cute Pen Games,$0.90 USD,"23 Sep, 2022"
Retrowave Illusions Demo,Airem,Casual,Free,Coming soon
Europe Empire 2027,iGindisGames,Strategy,Free,"8 Oct, 2022"
Death Race Outer Space,Cignus Games Ltd.,Casual,Free,To be announced
Ruins,Mathias Jess Pedersen,Adventure,$2.99 USD,"7 Nov, 2022"
Gemscape,ihanbyol,ihanbyol,$11.99 USD,"14 Feb, 2023"
The Future Radio and the Artificial Pigeons,Laplacian,Laplacian,$12.49 USD,"17 Feb, 2023"
A Town Called Happenstance,Sole Rebel Soul,Casual,Free,Coming soon
Turbo Golf Racing: Buffet Ball Selection,Hugecalf Studios,Racing,$1.89 USD,"8 Jan, 2024"
Turbo Golf Racing: Furry Friends Kit,Hugecalf Studios,Racing,$2.99 USD,"8 Jan, 2024"
Zad Maldan My Bloody Sacrifice,Tom Fegert LLC,Adventure,$5.49 USD,"7 Oct, 2022"
Redout 2 - Summer Pack,34BigThings srl,Racing,$7.50 USD,"20 Oct, 2022"
Dying Light 2 Stay Human: Dying Laugh Bundle,Techland,Adventure,$1.89 USD,"11 Nov, 2022"
Ghost Signal: A Stellaris Game,Windswept Interactive,Adventure,$8.19 USD,"5 Oct, 2023"
Motherless - Season 1: Support DLC 2.0,Mr. Mister,Indie,$2.99 USD,"18 Oct, 2022"
Rhythm Bang,RiskiVR,Early Access,$5.49 USD,"11 Jun, 2024"
Salvation of Sisyphus,Bobosse,Indie,Free,2024
BROK the InvestiGator - Artbook,COWCAT,Adventure,$2.49 USD,"29 Sep, 2022"
Words of Yendor,SandorHQ,Casual,Free,"1 Nov, 2023"
Murder on the Stella,General Federal Studios,General Federal Studios,Free,Q1 2025
Sex Adventures - The Bar Hookup,EroticGamesClub,Indie,$1.89 USD,"21 Sep, 2022"
Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - The Emerald Spire Superdungeon Multi-Pack,"SmiteWorks USA, LLC",RPG,Free,"4 Oct, 2022"
Smipat and the Lost Bones,Germie,Adventure,Free,Q1 2025
Tom´s Adventure,Nagus Games,Adventure,Free,Coming soon
First Bite - Bad Blood,First Bite Games,First Bite Games,$2.99 USD,"14 Feb, 2023"
Fantasy Grounds - ICONS Presents,"SmiteWorks USA, LLC",RPG,Free,"11 Oct, 2022"
Number 217721,Qu!ckSave,Adventure,Free,"15 Apr, 2023"
Always in Mind,Inevitable Studios,Adventure,Free,To be announced
SEARCH ALL - KEYS,Laush Dmitriy Sergeevich,Indie,Free,"4 Oct, 2022"
Cat N Can,indigo game production,Casual,$3.49 USD,"1 Dec, 2022"
Vestige Memoria,Gin Motion,Indie,Free,Coming soon
"Warhammer 40,000: Darktide",Fatshark,Adventure,$29.99 USD,"30 Nov, 2022"
Exilio,Entorno Virtual,Entorno Virtual,Free,To be announced
Atelier Ryza 3 Season Pass,"KOEI TECMO GAMES CO., LTD.",Casual,$14.99 USD,"23 Mar, 2023"
"Atelier Ryza 3 - ""Endless Summer Splash!"" Costume Set","KOEI TECMO GAMES CO., LTD.",Casual,$8.49 USD,"23 Mar, 2023"
"Atelier Ryza 3 - ""Far East Travelers"" Costume Set","KOEI TECMO GAMES CO., LTD.",Casual,$8.49 USD,"12 Apr, 2023"
"Atelier Ryza 3 - Additional Area ""Rosca Island""","KOEI TECMO GAMES CO., LTD.",Casual,$4.49 USD,"31 May, 2023"
ManneKin: Hessler Storage,Dread Passage Studios,Indie,Free,Coming soon
"Atelier Ryza 3 - Recipe Expansion Pack ""Alchemy Mysteries""","KOEI TECMO GAMES CO., LTD.",Casual,$1.29 USD,"12 Apr, 2023"
Atelier Ryza 3 - Gust Extra BGM Pack,"KOEI TECMO GAMES CO., LTD.",Casual,$2.99 USD,"31 May, 2023"
"Atelier Ryza 3 - Recipe Expansion Pack ""Art of Adventure""","KOEI TECMO GAMES CO., LTD.",Casual,$1.29 USD,"12 Apr, 2023"
Atelier Ryza 3 - Atelier Series Legacy BGM Pack,"KOEI TECMO GAMES CO., LTD.",Casual,Free,"10 May, 2023"
"Atelier Ryza 3 - Additional Area ""Ashra-am Baird Outlying Areas""","KOEI TECMO GAMES CO., LTD.",Casual,Free,"21 Jun, 2023"
Taxi Taxi Sim,Balti Calarasi,Casual,$8.19 USD,"2 Nov, 2022"
SpiderHeck - Show Your Support,Neverjam,Indie,$1.89 USD,"16 Dec, 2022"
The Unfettered,Awkay Technologies,RPG,Free,Coming soon
Constraints,Above Constraints,Massively Multiplayer,Free,To be announced
Needy Dragons,artoonu,Casual,Free,"4 Oct, 2022"
Police Transporter Simulator,Balti Calarasi,Indie,$8.19 USD,"20 Nov, 2022"
Tentacles Party With Nuns - Blood and the Trinity(Artbook),Jeannine,Jeannine,Free,Q4 2024
WorldShards,L1523kick Games,Adventure,Free,2025
Konkan Coast Pirate Solutions,chapliboy,Indie,$5.49 USD,"1 Mar, 2023"
Raiding.Zone,Lukas Meisegeier,Massively Multiplayer,$1.29 USD,"5 Sep, 2023"
Ever Seen A Cat? 3,EverCats,EverCats,$1.89 USD,"11 Oct, 2022"
Winter Falling: Battle Tactics,Rarykos,RPG,$5.49 USD,"8 Nov, 2022"
Sweety Kitty,Kawaii Hentai,Kawaii Hentai,$1.29 USD,"10 Oct, 2022"
Slayer Of Sin,TwixTrix,TwixTrix,$0.90 USD,"28 Oct, 2022"
Evil Fate,KOEX studio,Casual,Free,Coming soon
Khitarii and Khimoshi,XeroStryker,Adventure,Free,"30 May, 2025"
DarkenDerek The last Fallen,ActionGames.c.l.r.,Adventure,Free To Play,"20 Oct, 2022"
Alice with Gatling,KurokumaSoft,KurokumaSoft,Free,"9 Nov, 2022"
Islands of the Caliph,Schmidt Workshops,Adventure,$5.49 USD,"29 Sep, 2023"
Camouflet,Daniel Kershaw,Daniel Kershaw,$3.49 USD,"30 Oct, 2022"
The Darkest Emptiness,bathos.games,bathos.games,Free,Coming soon
Elkabir,twins_creators_studio,Adventure,$1.29 USD,"8 Oct, 2022"
Divine Adventure RPG,Masquerade Games,Adventure,$6.99 USD,"20 Dec, 2022"
THE MULLER-POWELL PRINCIPLE,Three Dots Games,Adventure,$6.99 USD,"29 Nov, 2023"
FOREST DONGMUL,Eojin Kim,Indie,Free,"6 Oct, 2022"
8 Ball 2,One Buck,Adventure,$0.90 USD,"6 Oct, 2022"
Zimmer Soundtrack,Alphane Reality Generator,Alphane Reality Generator,$1.89 USD,"19 Sep, 2022"
Darold The Doomer: Back 2 Reality,Janxferz,Casual,$1.29 USD,"16 Sep, 2022"
Nobody Paradox,Play One,Adventure,$1.89 USD,"25 Apr, 2023"
Slave Of Lust,fap girls,Simulation,Free,"4 Oct, 2022"
Love Formula,fap girls,Simulation,Free,"11 Oct, 2022"
Particles of Reality,Arewar Games,RPG,$10.49 USD,"19 Sep, 2023"
Yuma Will Burn,Lateral Stories,Lateral Stories,Free,To be announced
As Above AtumRa So Below,Open Mind Studios,Adventure,Free,"25 Dec, 2024"
Wallpaper Web,QingShirt,Utilities,$0.90 USD,"28 Oct, 2022"
Call of the Golden Valley,O'Saurus Studios,Indie,Free,2025
Trainz 2022 DLC - Pro Train: ICE 4 Collection,3DZug,3DZug,$8.19 USD,"10 Oct, 2022"
Trainz Plus DLC - Pro Train: ICE 4 Collection,3DZug,3DZug,$8.19 USD,"10 Oct, 2022"
Trainz 2019 DLC - Pro Train: ICE 4 Collection,3DZug,3DZug,$8.19 USD,"10 Oct, 2022"
Degen Royale,Interverse,Free To Play,Free,"3 Nov, 2022"
Minion Masters - Torment,BetaDwarf,Adventure,$6.99 USD,"13 Oct, 2022"
Hohenheim: Skywards,Gin Motion,Adventure,Free To Play,"2 Jan, 2023"
The Pit,Vypur,Indie,Free,Coming soon
Botty: Paper tales Demo,Airem,Adventure,Free,Coming soon
Steel Division 2 - Nemesis #6 - Siege of Dunkirk,Eugen Systems,Indie,$4.99 USD,"16 Mar, 2023"
Petty's Adventure: Desert,Cute Hannah's Games,Casual,$1.99 USD,"30 Sep, 2022"
Play Pretend,Kaleidoscope Games,Casual,Free,To be announced
Defend Earth: Xenos Survivors,Reija,Adventure,Free,"19 Jun, 2023"
Ghostland Yard,Obelisk Studio,Obelisk Studio,$6.49 USD,"31 Oct, 2023"
Medieval Kingdom Wars - Greater World,Reverie World Studios,Indie,Free,"25 Sep, 2022"
Sker Ritual - Draigs Terror,Wales Interactive,Indie,$2.49 USD,"6 Oct, 2022"
风色旅人,风色旅人,Adventure,Free To Play,"17 Nov, 2022"
BlackThorne Keep,Limiar Studios,Adventure,Free,To be announced
Sker Ritual - Friends in the Darkness,Wales Interactive,Indie,$2.49 USD,"6 Oct, 2022"
Kings Shire,Wombat Games,Indie,Free,Coming soon
RUKIMIN's Disappointing Adventure!~SHOBOMI AND THE PHANTOM RUINS~ - Royalty free illustrations,RUKIMIN.,Casual,$0.90 USD,"22 Sep, 2022"
Coloring Pixels - Halloween 4 Pack,ToastieLabs,Free To Play,$0.90 USD,"14 Oct, 2022"
勇者联盟星耀传说,心之初,RPG,$3.99 USD,"29 Sep, 2022"
Los Páramos,Garciloco,Indie,Free,Coming soon
The Googol Clicker,PaulArt,Simulation,$1.89 USD,"9 Dec, 2022"
Orbital Clash,Nothing Box,Nothing Box,$1.29 USD,"21 Nov, 2022"
Parkour Legends,Enter Grip,Adventure,$6.99 USD,"8 May, 2024"
VALKKRYES : Ashes Of War,SourceGameStudio,Adventure,$10.49 USD,"23 Oct, 2022"
Usagi Health Club,PUSH! Soft,PUSH! Soft,$6.99 USD,"19 Sep, 2022"
KFZ,Busy Cat Games,Adventure,$2.49 USD,"5 Oct, 2022"
"Psychonauts 2 (Original Soundtrack), Vol. 3",Double Fine Productions,Xbox Game Studios,$5.49 USD,"22 Sep, 2022"
Deltazone - Gamemode Pack #1,EvolvedPhoenix Studios,Free To Play,$0.90 USD,"13 Dec, 2022"
Shuffled Words,Victor Corradi,Victor Corradi,$1.29 USD,"5 Oct, 2022"
SEX Apocalypse 3D,Octo Games,Adventure,$3.99 USD,"8 Oct, 2022"
nofio wireless adapter for Valve Index,nofio,nofio,Free,"9 Feb, 2024"
Descentia,QuelTalas,QuelTalas,Free,Coming soon
Gods Of Defense,Blue Math,Blue Math,$14.99 USD,"1 May, 2023"
Building Destruction,180°,Indie,$5.49 USD,"28 Jan, 2023"
Wand Out - A 3D Magical Gay Novel,Male Doll,Simulation,$8.19 USD,"23 Aug, 2023"
Elation For The Wonder Box 6000,Digital Tchotchkes,Indie,Free,Q1 2025
Schildmaid MX,HitP Studio,Indie,$6.99 USD,"24 Mar, 2023"
SEKISAI puzzle action,sewohayami,Adventure,$4.99 USD,"5 Jan, 2023"
Natsukiri－Summer Vacation At Kirishima House,DELTARTS,DELTARTS,$1.29 USD,"16 Nov, 2022"
SEKISAI puzzle action,sewohayami,Adventure,$4.99 USD,"5 Jan, 2023"
Iniquity Survivors,Rivenous Studio,Casual,Free,Coming soon
Astra Defender,Yokereba,Indie,Free,Coming soon
AEW: Fight Forever FTR: Revival Pack,"Yuke's Co., LTD",Sports,$5.99 USD,"29 Jun, 2023"
"EL PASO, NIGHTMARE",Strange Scaffold,Strange Scaffold,$2.99 USD,"25 Oct, 2022"
The Qin Empire,MAX GAME PTE. LTD.,MAX GAME PTE. LTD.,Free To Play,"25 Nov, 2022"
Street Fighter™ 6,"CAPCOM Co., Ltd.",Adventure,$59.99 USD,"1 Jun, 2023"
Bay Bell,Zachary Zion,Casual,$2.99 USD,"30 Sep, 2022"
Re:|THM - once upon a time,Boyagers Games,Indie,Free To Play,"9 Feb, 2023"
俺が私に変わった日…～Becoming a She～,"CyberStep, Inc.","CyberStep, Inc.",$19.90 USD,"30 Nov, 2022"
CarX Drift Racing Online - Engine Swaps Unlock,"CarX Technologies, LLC",Racing,$2.99 USD,"21 Nov, 2022"
Angels Bleeding,Eric Juvi,Indie,$2.99 USD,"18 Nov, 2022"
Once Upon A Siege,Black Stream Boys,Casual,$1.89 USD,"1 Dec, 2022"
藏梦 Hidden Dream,锈钻游戏工作室,Indie,$6.49 USD,"22 Aug, 2022"
MindHunt,patrikwet,Indie,$2.99 USD,"14 Nov, 2022"
Cannon Shoot Plane,Jerry Miller,Indie,$1.29 USD,"12 Oct, 2022"
Infinity Golf,Alun,Adventure,Free,To be announced
Kao the Kangaroo - Yooka Laylee X Kao the Kangaroo DLC,Tate Multimedia,Adventure,Free To Play,"27 Oct, 2022"
Heartbreak Hotel,Hexxx game studio,Indie,Free,"24 Nov, 2022"
Hazard Horizon,Mykytas Anton,Early Access,Free To Play,"24 Feb, 2023"
The Waking Knot,Bongle Systems Ltd,Simulation,Free,Coming soon
Undisputed,Steel City Interactive,Simulation,$37.49 USD,"8 Oct, 2024"
Hex And Tricks,Poisheesh,Indie,Free,"26 Aug, 2023"
Police Station Simulator,Ragged Games,Indie,Free,Coming soon
Cobra Kai 2: Dojos Rising Nemesis Pack,Flux Games,Flux Games,$6.99 USD,"8 Nov, 2022"
Arrogation: Unlight of Day,Corax_Studios,Indie,$8.19 USD,"27 Jan, 2023"
Outlanders - Heir of the Roads,Pomelo Games,Strategy,$2.99 USD,"7 Mar, 2023"
Outlanders - Flood and Fire,Pomelo Games,Strategy,$2.99 USD,"7 Mar, 2023"
The Seven Realms - Realm 1: Terran,SeptCloud Games,Simulation,$5.49 USD,"16 Nov, 2022"
Deadwater Saloon Soundtrack,Creative Storm Entertainment,Tanglefoot Games,Free,"20 Sep, 2022"
Unicorn Tack Set - Horse Tales: Emerald Valley Ranch,Aesir Interactive,Adventure,$1.39 USD,"7 Nov, 2022"
CyberTown,Cyber Games,Indie,Free,Coming soon
Zombie Slapper,Lazy Goose Games,Indie,$4.99 USD,"4 Jan, 2024"
Age of Empires III: Definitive Edition – Hero Cosmetic Pack – Lizzie,Tantalus Media,Tantalus Media,Free,"18 Oct, 2022"
Age of Empires III: Definitive Edition – Hero Cosmetic Pack – Kunoichi,Tantalus Media,Tantalus Media,$0.90 USD,"18 Oct, 2022"
Age of Empires III: Definitive Edition – Hero Cosmetic Pack – Vol. 1,Tantalus Media,Tantalus Media,$2.99 USD,"18 Oct, 2022"
A Traveler to unknown Thule,komasuke,Indie,Free To Play,"13 Feb, 2023"
Sonic Colors: Ultimate – Music Pack,STEAM,Casual,$4.99 USD,"6 Feb, 2023"
Aery - Calm Mind 3,EpiXR Games UG,Indie,$5.49 USD,"31 Mar, 2023"
Kinetic Storm,Broken Teapot Studios Inc.,Early Access,$5.49 USD,"29 Jul, 2024"
Blue Intervention,Hany,Casual,Free,To be announced
Cyclo Chambers,Hobofeller,Casual,Free,"21 Feb, 2023"
Kingdom Of Secrets مملكة الأسرار,KATSU,Adventure,$4.00 USD,"21 Oct, 2022"
Scenez,Paul Vowell,Massively Multiplayer,Free,Coming soon
I Am Lewis,Perceiving Light,Adventure,Free,Coming soon
Soulslinger,Nether Lamp,Casual,$1.89 USD,"26 Oct, 2022"
Awakening of Legend - Monk Character,Source Error Productions,RPG,$1.29 USD,"31 Oct, 2022"
Loop8: Summer of Gods - Sporty Mix,Marvelous Inc.,Marvelous Inc.,$0.99 USD,"6 Jun, 2023"
Realm of Khaos,Chase Yamaguchi,Chase Yamaguchi,Free,"29 Nov, 2022"
Trash Panda: The Adventures of Ricky and Boxman,Ky McLeod,Adventure,Free,"29 Nov, 2022"
Pawperty Damage,Dare Looks,Casual,$4.99 USD,"23 May, 2023"
Redmatch 2 - Dead of Night Bundle,Rugbug Redfern,Free To Play,$1.50 USD,"30 Oct, 2022"
Toast The Ghost,Chris Hexter,Casual,$1.29 USD,"13 Oct, 2022"
Sokosignal,UP DEVELOPMENT LTD.,Indie,$1.89 USD,"7 Oct, 2022"
BoozeBall,imaginalitygames,Sports,$1.89 USD,"7 Oct, 2022"
CORPUS EDAX,Luis G. Bento,Adventure,$7.99 USD,"5 Sep, 2024"
Elite Comet,ShangkoStudio,Casual,$0.90 USD,"30 Sep, 2022"
Construction Simulator - The Official Guide,weltenbauer. Software Entwicklung GmbH,Simulation,$5.49 USD,"7 Nov, 2022"
DEFECTIVE,CushKim,Indie,$0.90 USD,"3 Feb, 2023"
DEFECTIVE,CushKim,Indie,$0.90 USD,"3 Feb, 2023"
A Week,KINYA,Casual,$0.90 USD,"26 Jan, 2024"
Ember's Love,LeeBbunsik,Indie,$0.90 USD,"24 Feb, 2023"
A Week,KINYA,Casual,$0.90 USD,"26 Jan, 2024"
Ember's Love,LeeBbunsik,Indie,$0.90 USD,"24 Feb, 2023"
DOWNFALLEN,DOWNFALLEN Team,Adventure,$0.90 USD,"27 Jan, 2023"
Broken Blade: Prelude,DakeCraft,RPG,$0.90 USD,"10 Feb, 2023"
DOWNFALLEN,DOWNFALLEN Team,Adventure,$0.90 USD,"27 Jan, 2023"
Broken Blade: Prelude,DakeCraft,RPG,$0.90 USD,"10 Feb, 2023"
TOKKI,Zeno-Daniel Görbe,Casual,$0.90 USD,"21 Nov, 2022"
Elven Rivers 2: New Horizons Collector's Edition,Big City Lab,Strategy,$2.99 USD,"19 May, 2023"
Prison Architect - Undead,Double Eleven,Simulation,$2.49 USD,"11 Oct, 2022"
Dakar Desert Rally - Legends Pack,Saber Porto Ltd.,Saber Porto Ltd.,$7.49 USD,"4 Oct, 2022"
Royal Jigsaw 3,8floor,8floor,$1.29 USD,"12 Mar, 2023"
INDUSTRIA 2,Bleakmill,Adventure,Free,To be announced
Vs Chat Pack,KevDK Games,Casual,$6.99 USD,"13 Oct, 2022"
Royal Jigsaw 4,8floor,8floor,$1.29 USD,"19 Apr, 2023"
PHYAKH Soundtrack,SmilefrogGames,SmilefrogGames,$3.49 USD,"17 Oct, 2022"
Futa Paradise,Kenningsly,Indie,$5.49 USD,"26 Oct, 2022"
SnowRunner - Save the Day Vinyl Wrap Pack,Saber Interactive,Simulation,$2.39 USD,"8 Dec, 2022"
SnowRunner - Season 9: Renew & Rebuild,Saber Interactive,Adventure,$5.49 USD,"28 Feb, 2023"
Heroes of Eroticism - New Beginnings,Kenningsly,Indie,$4.99 USD,"20 Oct, 2022"
SnowRunner - Season 10: Fix & Connect,Saber Interactive,Simulation,$5.49 USD,"18 Jul, 2023"
西部幻想 WestFantasy,SiriusStudio,Adventure,$4.49 USD,"27 Jun, 2023"
SnowRunner - Season 11: Lights & Cameras,Saber Interactive,Simulation,$5.49 USD,"19 Oct, 2023"
SnowRunner - Season 12: Public Energy,Saber Interactive,Simulation,$7.99 USD,"31 Jan, 2024"
Stellar Fight,Sunny Blaze,Casual,Free,"1 Oct, 2022"
Our Mini Adventure,Galactic Games Studio,Casual,Free,Coming soon
Decarnation,Atelier QDB,Adventure,$6.99 USD,"31 May, 2023"
AI: Art Impostor,Pocketpair,Simulation,$2.99 USD,"3 Nov, 2022"
